Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2004,2004,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2005,2005,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2006,2006,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2007,2007,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2008,2008,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2009,2009,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2010,2010,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2011,2011,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2012,2012,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2013,2013,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2014,2014,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2015,2015,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2016,2016,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2017,2017,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2018,2018,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2019,2019,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2020,2020,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7008,August,2021,2021,°C,0.344,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1961,1961,°C,-0.463,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1962,1962,°C,-0.511,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1963,1963,°C,0.817,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1964,1964,°C,-0.406,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1965,1965,°C,-1.037,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1966,1966,°C,0,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1967,1967,°C,-0.288,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1968,1968,°C,-0.531,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1969,1969,°C,0.488,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1970,1970,°C,-0.431,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1971,1971,°C,-0.213,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1972,1972,°C,-0.311,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1973,1973,°C,-0.093,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1974,1974,°C,-0.737,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1975,1975,°C,-0.959,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1976,1976,°C,-0.164,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1977,1977,°C,0.702,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1978,1978,°C,0.684,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1979,1979,°C,0.808,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1980,1980,°C,0.484,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1981,1981,°C,-0.079,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1982,1982,°C,-0.197,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1983,1983,°C,0.062,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1984,1984,°C,-0.515,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1985,1985,°C,-0.893,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1986,1986,°C,-0.299,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1987,1987,°C,0.096,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1988,1988,°C,-0.108,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1989,1989,°C,0.054,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1990,1990,°C,1.089,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1991,1991,°C,0.325,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1992,1992,°C,-0.837,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1993,1993,°C,-0.638,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1994,1994,°C,0.291,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1995,1995,°C,0.53,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1996,1996,°C,-0.801,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1997,1997,°C,1.165,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1998,1998,°C,1.959,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,1999,1999,°C,-0.007,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2000,2000,°C,0.19,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2001,2001,°C,0.583,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2002,2002,°C,1.182,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2003,2003,°C,0.029,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2004,2004,°C,0.188,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2005,2005,°C,1.43,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2006,2006,°C,-0.237,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2007,2007,°C,1.07,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2008,2008,°C,0.323,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2009,2009,°C,0.849,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2010,2010,°C,1.061,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2011,2011,°C,0.838,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2012,2012,°C,0.696,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2013,2013,°C,0.901,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2014,2014,°C,0.857,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2015,2015,°C,1.584,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2016,2016,°C,1.316,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2017,2017,°C,0.94,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2018,2018,°C,1.663,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2019,2019,°C,2.045,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2020,2020,°C,0.719,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7009,September,2021,2021,°C,1.27,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1961,1961,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1962,1962,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1963,1963,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1964,1964,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1965,1965,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1966,1966,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1967,1967,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1968,1968,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1969,1969,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1970,1970,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1971,1971,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1972,1972,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1973,1973,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1974,1974,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1975,1975,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1976,1976,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1977,1977,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1978,1978,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1979,1979,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1980,1980,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1981,1981,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1982,1982,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1983,1983,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1984,1984,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1985,1985,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1986,1986,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1987,1987,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1988,1988,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1989,1989,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1990,1990,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1991,1991,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1992,1992,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1993,1993,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1994,1994,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1995,1995,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1996,1996,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1997,1997,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1998,1998,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,1999,1999,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2000,2000,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2001,2001,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2002,2002,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2003,2003,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2004,2004,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2005,2005,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2006,2006,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2007,2007,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2008,2008,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2009,2009,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2010,2010,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2011,2011,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2012,2012,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2013,2013,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2014,2014,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2015,2015,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2016,2016,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2017,2017,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2018,2018,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2019,2019,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2020,2020,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7009,September,2021,2021,°C,0.529,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1961,1961,°C,-0.399,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1962,1962,°C,1.078,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1963,1963,°C,2.224,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1964,1964,°C,0.022,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1965,1965,°C,-0.226,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1966,1966,°C,-0.758,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1967,1967,°C,-0.175,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1968,1968,°C,0.109,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1969,1969,°C,-0.711,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1970,1970,°C,-1.317,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1971,1971,°C,0.368,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1972,1972,°C,-0.598,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1973,1973,°C,0.786,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1974,1974,°C,-0.451,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1975,1975,°C,0.083,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1976,1976,°C,-1.856,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1977,1977,°C,0.063,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1978,1978,°C,0.021,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1979,1979,°C,1.04,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1980,1980,°C,-0.374,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1981,1981,°C,-0.637,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1982,1982,°C,-0.874,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1983,1983,°C,0.13,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1984,1984,°C,-0.095,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1985,1985,°C,-0.274,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1986,1986,°C,0.065,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1987,1987,°C,-0.063,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1988,1988,°C,-0.524,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1989,1989,°C,0.177,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1990,1990,°C,-0.128,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1991,1991,°C,0.402,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1992,1992,°C,-0.279,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1993,1993,°C,-0.073,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1994,1994,°C,-0.169,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1995,1995,°C,0.363,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1996,1996,°C,-0.96,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1997,1997,°C,-0.518,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1998,1998,°C,0.681,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,1999,1999,°C,0.062,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2000,2000,°C,0.365,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2001,2001,°C,-0.242,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2002,2002,°C,-0.34,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2003,2003,°C,1.646,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2004,2004,°C,0.936,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2005,2005,°C,0.756,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2006,2006,°C,-0.048,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2007,2007,°C,1.203,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2008,2008,°C,-0.591,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2009,2009,°C,-1.031,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2010,2010,°C,1.092,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2011,2011,°C,0.724,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2012,2012,°C,-0.018,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2013,2013,°C,0.586,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2014,2014,°C,1.311,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2015,2015,°C,1.968,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2016,2016,°C,2.057,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2017,2017,°C,1.256,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2018,2018,°C,0.694,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2019,2019,°C,-0.24,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2020,2020,°C,0.504,Fc,Calculated data
ET,Temperature change,231,United States of America,7271,Temperature change,7010,October,2021,2021,°C,1.553,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1961,1961,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1962,1962,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1963,1963,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1964,1964,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1965,1965,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1966,1966,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1967,1967,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1968,1968,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1969,1969,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1970,1970,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1971,1971,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1972,1972,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1973,1973,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1974,1974,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1975,1975,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1976,1976,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1977,1977,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1978,1978,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1979,1979,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1980,1980,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1981,1981,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1982,1982,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1983,1983,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1984,1984,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1985,1985,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1986,1986,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1987,1987,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1988,1988,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1989,1989,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1990,1990,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1991,1991,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1992,1992,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1993,1993,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1994,1994,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1995,1995,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1996,1996,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1997,1997,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1998,1998,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,1999,1999,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2000,2000,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2001,2001,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2002,2002,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2003,2003,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2004,2004,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2005,2005,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2006,2006,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2007,2007,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2008,2008,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2009,2009,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2010,2010,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2011,2011,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2012,2012,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2013,2013,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2014,2014,°C,0.768,Fc,Calculated data
ET,Temperature change,231,United States of America,6078,Standard Deviation,7010,October,2015,2015,°C,0.768,Fc,Calculated data
